comment_text,cleaned_comment,Label
Fox is full of BS & so is TRUMP.,fox is full of bs  so is trump,
Wussy’s start wars.  Jesus sits with the lepers and prostitutes.,wussys start wars  jesus sits with the lepers and prostitutes,
"Fox has gone full 1984 ""this is whats its all about peace"". War is peace! The IQs in that studio are room temperature only are they AI?",fox has gone full 1984 this is whats its all about peace war is peace! the iqs in that studio are room temperature only are they ai?,
"Fox is so naive. So far USA is losing. I saw today a list of demands USA would have in a peace negotiation. Not a word about regime change. So, it was all BS from the start.",fox is so naive so far usa is losing i saw today a list of demands usa would have in a peace negotiation not a word about regime change so it was all bs from the start,
Fox news is as bad as Trump. Have no idea,fox news is as bad as trump have no idea,
The people of Iran endorse this plan. They demand freedom at all costs.,the people of iran endorse this plan they demand freedom at all costs,
"Intentionally directing attacks against civilian objects. This is a war crime, if trump does this under Geneva conventions.",intentionally directing attacks against civilian objects this is a war crime if trump does this under geneva conventions,
"Trump has been played by Netanyahu. He's seen the opportunity to manipulate a brain dead American president to help get rid of the threat to Israel. Trump started a unwinable war. You cannot defeat an ideology. Played by Putin, played by Netanyahu. !!",trump has been played by netanyahu hes seen the opportunity to manipulate a brain dead american president to help get rid of the threat to israel trump started a unwinable war you cannot defeat an ideology played by putin played by netanyahu !!,
Presidents usually start a war and wreck the economy in two moves. Taco did it in ONE STROKE! That's gov't efficiency!!!,presidents usually start a war and wreck the economy in two moves taco did it in one stroke! thats govt efficiency!!!,
Illegal war,illegal war,
Someone should remind Taco that targeting and destroying civilian infrastructure is considered a war crime under international humanitarian law.  And someone should also educate these Fox Propaganda hosts.,someone should remind taco that targeting and destroying civilian infrastructure is considered a war crime under international humanitarian law  and someone should also educate these fox propaganda hosts,
"It’s time to get the Airborne Rangers boots on the ground in Iran. I know the President didn’t want that, but I think it’s time to end this. Get the ground troops in, take the airports, take comms, get rye Specters out there and flatten whatever isolated missile locations they have. Let’s go!",its time to get the airborne rangers boots on the ground in iran i know the president didnt want that but i think its time to end this get the ground troops in take the airports take comms get rye specters out there and flatten whatever isolated missile locations they have lets go!,
"The STRAIT""S"" of.....It's ALWAYS PLURAL......!!",the straits ofits always plural!!,
War is about peace 😂,war is about peace,
"Trump, the man of gold, thinks that dominating the world is the same as dominating the Americans. Just send in ICE, eliminate a few people, a few words on social network""Truth,"" and that's it",trump the man of gold thinks that dominating the world is the same as dominating the americans just send in ice eliminate a few people a few words on social networktruth and thats it,
"Wants it open so he can ship in marines to take over irans oil terminal island. 

A country under attack never has to take orders or obey demands from the attacker.  They fight back which ever way they choose.","wants it open so he can ship in marines to take over irans oil terminal island 

a country under attack never has to take orders or obey demands from the attacker  they fight back which ever way they choose",
